ParticipantID,Datetime,QuestionID,SubQuestion,Response
Empty,2024-09-04 19:14:39,STAI-T,11,1
Empty,2024-09-04 19:14:39,STAI-T,12,1
Empty,2024-09-04 19:14:39,STAI-T,13,1
Empty,2024-09-04 19:14:39,STAI-T,14,1
Empty,2024-09-04 19:14:39,STAI-T,15,1
Empty,2024-09-04 19:14:39,STAI-T,16,1
Empty,2024-09-04 19:14:39,STAI-T,17,1
Empty,2024-09-04 19:14:39,STAI-T,18,1
Empty,2024-09-04 19:14:39,STAI-T,19,1
Empty,2024-09-04 19:14:39,STAI-T,20,1
Empty,2024-09-04 19:14:42,Self-rated skills,0,2
Empty,2024-09-04 19:14:42,Self-rated skills,1,2
Empty,2024-09-04 19:14:57,DASS-21,0,1
Empty,2024-09-04 19:14:57,DASS-21,1,1
Empty,2024-09-04 19:14:57,DASS-21,2,1
Empty,2024-09-04 19:14:57,DASS-21,3,1
Empty,2024-09-04 19:14:57,DASS-21,4,1
Empty,2024-09-04 19:14:57,DASS-21,5,1
Empty,2024-09-04 19:14:57,DASS-21,6,1
Empty,2024-09-04 19:14:57,DASS-21,7,1
Empty,2024-09-04 19:14:57,DASS-21,8,1
Empty,2024-09-04 19:14:57,DASS-21,9,1
Empty,2024-09-04 19:14:57,DASS-21,10,1
Empty,2024-09-04 19:14:57,DASS-21,11,1
Empty,2024-09-04 19:14:57,DASS-21,12,1
Empty,2024-09-04 19:14:57,DASS-21,13,1
Empty,2024-09-04 19:14:57,DASS-21,14,1
Empty,2024-09-04 19:14:57,DASS-21,15,1
Empty,2024-09-04 19:14:57,DASS-21,16,1
Empty,2024-09-04 19:14:57,DASS-21,17,1
Empty,2024-09-04 19:14:57,DASS-21,18,1
Empty,2024-09-04 19:14:57,DASS-21,19,1
Empty,2024-09-04 19:14:57,DASS-21,20,1
Empty,2024-09-04 19:14:57,DASS-21,21,1
Empty,2024-09-04 19:14:59,Reliability,0,6
test for real,2024-09-05 09:54:27,Tools Used (Knapsack),0,0
test for real,2024-09-05 09:54:27,Tools Used (Knapsack),1,0
test for real,2024-09-05 09:54:27,Tools Used (Knapsack),2,0
test for real,2024-09-05 09:54:27,Tools Used (Knapsack),3,0
test for real,2024-09-05 09:54:27,Tools Used (Knapsack),666,
test for real,2024-09-05 09:54:31,Tool helpfulness (Knapsack),0,0
test for real,2024-09-05 09:54:31,Tool helpfulness (Knapsack),1,0
test for real,2024-09-05 09:54:31,Tool helpfulness (Knapsack),2,0
test for real,2024-09-05 09:54:31,Tool helpfulness (Knapsack),3,0
test for real,2024-09-05 09:54:31,Tool helpfulness (Knapsack),666,
test for real,2024-09-05 09:54:35,Tools Used (Cognitive Tasks),0,1
test for real,2024-09-05 09:54:35,Tools Used (Cognitive Tasks),1,1
test for real,2024-09-05 09:54:35,Tools Used (Cognitive Tasks),2,1
test for real,2024-09-05 09:54:35,Tools Used (Cognitive Tasks),3,1
test for real,2024-09-05 09:54:35,Tools Used (Cognitive Tasks),666,
test for real,2024-09-05 09:54:39,Tool helpfulness (Cognitive tasks),0,1
test for real,2024-09-05 09:54:39,Tool helpfulness (Cognitive tasks),1,1
test for real,2024-09-05 09:54:39,Tool helpfulness (Cognitive tasks),2,1
test for real,2024-09-05 09:54:39,Tool helpfulness (Cognitive tasks),3,1
test for real,2024-09-05 09:54:39,Tool helpfulness (Cognitive tasks),666,
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,0,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,1,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,2,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,3,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,4,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,5,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,6,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,7,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,8,2
test for real,2024-09-05 09:54:48,Fatigue Assessment Scale,9,2
test for real,2024-09-05 09:54:51,Self-rated Cognitive Abilities,0,3
test for real,2024-09-05 09:54:51,Self-rated Cognitive Abilities,1,3
test for real,2024-09-05 09:54:51,Self-rated Cognitive Abilities,2,3
test for real,2024-09-05 09:54:58,BFI Neuroticism,0,0
test for real,2024-09-05 09:54:58,BFI Neuroticism,1,0
test for real,2024-09-05 09:54:58,BFI Neuroticism,2,0
test for real,2024-09-05 09:54:58,BFI Neuroticism,3,4
test for real,2024-09-05 09:54:58,BFI Neuroticism,4,4
test for real,2024-09-05 09:54:58,BFI Neuroticism,5,0
test for real,2024-09-05 09:54:58,BFI Neuroticism,6,4
test for real,2024-09-05 09:54:58,BFI Neuroticism,7,4
test for real,2024-09-05 09:55:21,DASS-21,0,2
test for real,2024-09-05 09:55:21,DASS-21,1,2
test for real,2024-09-05 09:55:21,DASS-21,2,1
test for real,2024-09-05 09:55:21,DASS-21,3,0
test for real,2024-09-05 09:55:21,DASS-21,4,1
test for real,2024-09-05 09:55:21,DASS-21,5,0
test for real,2024-09-05 09:55:21,DASS-21,6,0
test for real,2024-09-05 09:55:21,DASS-21,7,1
test for real,2024-09-05 09:55:21,DASS-21,8,3
test for real,2024-09-05 09:55:21,DASS-21,9,3
test for real,2024-09-05 09:55:21,DASS-21,10,1
test for real,2024-09-05 09:55:21,DASS-21,11,1
test for real,2024-09-05 09:55:21,DASS-21,12,2
test for real,2024-09-05 09:55:21,DASS-21,13,3
test for real,2024-09-05 09:55:21,DASS-21,14,1
test for real,2024-09-05 09:55:21,DASS-21,15,0
test for real,2024-09-05 09:55:21,DASS-21,16,1
test for real,2024-09-05 09:55:21,DASS-21,17,2
test for real,2024-09-05 09:55:21,DASS-21,18,2
test for real,2024-09-05 09:55:21,DASS-21,19,2
test for real,2024-09-05 09:55:21,DASS-21,20,3
test for real,2024-09-05 09:55:21,DASS-21,21,2
test for real,2024-09-05 09:55:39,STAI-T,0,0
test for real,2024-09-05 09:55:39,STAI-T,1,0
test for real,2024-09-05 09:55:39,STAI-T,2,0
test for real,2024-09-05 09:55:39,STAI-T,3,0
test for real,2024-09-05 09:55:39,STAI-T,4,0
test for real,2024-09-05 09:55:39,STAI-T,5,0
test for real,2024-09-05 09:55:39,STAI-T,6,0
test for real,2024-09-05 09:55:39,STAI-T,7,0
test for real,2024-09-05 09:55:39,STAI-T,8,0
test for real,2024-09-05 09:55:39,STAI-T,9,0
test for real,2024-09-05 09:55:39,STAI-T,10,0
test for real,2024-09-05 09:55:39,STAI-T,11,0
test for real,2024-09-05 09:55:39,STAI-T,12,0
test for real,2024-09-05 09:55:39,STAI-T,13,0
test for real,2024-09-05 09:55:39,STAI-T,14,0
test for real,2024-09-05 09:55:39,STAI-T,15,0
test for real,2024-09-05 09:55:39,STAI-T,16,0
test for real,2024-09-05 09:55:39,STAI-T,17,0
test for real,2024-09-05 09:55:39,STAI-T,18,0
test for real,2024-09-05 09:55:39,STAI-T,19,0
test for real,2024-09-05 09:55:39,STAI-T,20,0
test for real,2024-09-05 09:55:43,Self-rated skills,0,0
test for real,2024-09-05 09:55:43,Self-rated skills,1,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,0,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,1,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,2,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,3,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,4,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,5,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,6,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,7,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,8,0
test for real,2024-09-05 09:55:51,Motivation for Cognition,9,0
test for real,2024-09-05 09:56:10,Reliability,0,7
Empty,2024-09-05 10:17:51,Tools Used (Knapsack),0,6
Empty,2024-09-05 10:17:51,Tools Used (Knapsack),1,6
Empty,2024-09-05 10:17:51,Tools Used (Knapsack),2,6
Empty,2024-09-05 10:17:51,Tools Used (Knapsack),3,6
Empty,2024-09-05 10:17:53,Tool helpfulness (Knapsack),0,6
Empty,2024-09-05 10:17:53,Tool helpfulness (Knapsack),1,6
Empty,2024-09-05 10:17:53,Tool helpfulness (Knapsack),2,6
Empty,2024-09-05 10:17:53,Tool helpfulness (Knapsack),3,6
Empty,2024-09-05 10:17:55,Tools Used (Cognitive Tasks),0,6
Empty,2024-09-05 10:17:55,Tools Used (Cognitive Tasks),1,6
Empty,2024-09-05 10:17:55,Tools Used (Cognitive Tasks),2,6
Empty,2024-09-05 10:17:55,Tools Used (Cognitive Tasks),3,6
Empty,2024-09-05 10:17:56,Tool helpfulness (Cognitive tasks),0,6
Empty,2024-09-05 10:17:56,Tool helpfulness (Cognitive tasks),1,6
Empty,2024-09-05 10:17:56,Tool helpfulness (Cognitive tasks),2,6
Empty,2024-09-05 10:17:56,Tool helpfulness (Cognitive tasks),3,6
Empty,2024-09-05 10:17:57,Self-rated Cognitive Abilities,0,5
Empty,2024-09-05 10:17:57,Self-rated Cognitive Abilities,1,5
Empty,2024-09-05 10:17:57,Self-rated Cognitive Abilities,2,5
Empty,2024-09-05 10:18:01,DASS-21,0,4
Empty,2024-09-05 10:18:01,DASS-21,1,4
Empty,2024-09-05 10:18:01,DASS-21,2,4
Empty,2024-09-05 10:18:01,DASS-21,3,4
Empty,2024-09-05 10:18:01,DASS-21,4,4
Empty,2024-09-05 10:18:01,DASS-21,5,4
Empty,2024-09-05 10:18:01,DASS-21,6,4
Empty,2024-09-05 10:18:01,DASS-21,7,4
Empty,2024-09-05 10:18:01,DASS-21,8,4
Empty,2024-09-05 10:18:01,DASS-21,9,4
Empty,2024-09-05 10:18:01,DASS-21,10,4
Empty,2024-09-05 10:18:01,DASS-21,11,4
Empty,2024-09-05 10:18:01,DASS-21,12,4
Empty,2024-09-05 10:18:01,DASS-21,13,4
Empty,2024-09-05 10:18:01,DASS-21,14,4
Empty,2024-09-05 10:18:01,DASS-21,15,4
Empty,2024-09-05 10:18:01,DASS-21,16,4
Empty,2024-09-05 10:18:01,DASS-21,17,4
Empty,2024-09-05 10:18:01,DASS-21,18,4
Empty,2024-09-05 10:18:01,DASS-21,19,4
Empty,2024-09-05 10:18:01,DASS-21,20,4
Empty,2024-09-05 10:18:01,DASS-21,21,4
Empty,2024-09-05 10:18:02,Self-rated skills,0,11
Empty,2024-09-05 10:18:02,Self-rated skills,1,11
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,0,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,1,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,2,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,3,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,4,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,5,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,6,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,7,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,8,5
Empty,2024-09-05 10:18:04,Fatigue Assessment Scale,9,5
Empty,2024-09-05 10:18:06,BFI Neuroticism,0,5
Empty,2024-09-05 10:18:06,BFI Neuroticism,1,5
Empty,2024-09-05 10:18:06,BFI Neuroticism,2,5
Empty,2024-09-05 10:18:06,BFI Neuroticism,3,5
Empty,2024-09-05 10:18:06,BFI Neuroticism,4,5
Empty,2024-09-05 10:18:06,BFI Neuroticism,5,5
Empty,2024-09-05 10:18:06,BFI Neuroticism,6,5
Empty,2024-09-05 10:18:06,BFI Neuroticism,7,5
Empty,2024-09-05 10:18:08,Motivation for Cognition,0,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,1,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,2,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,3,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,4,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,5,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,6,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,7,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,8,7
Empty,2024-09-05 10:18:08,Motivation for Cognition,9,7
Empty,2024-09-05 10:18:10,STAI-T,0,4
Empty,2024-09-05 10:18:10,STAI-T,1,4
Empty,2024-09-05 10:18:10,STAI-T,2,4
Empty,2024-09-05 10:18:10,STAI-T,3,4
Empty,2024-09-05 10:18:10,STAI-T,4,4
Empty,2024-09-05 10:18:10,STAI-T,5,4
Empty,2024-09-05 10:18:10,STAI-T,6,4
Empty,2024-09-05 10:18:10,STAI-T,7,4
Empty,2024-09-05 10:18:10,STAI-T,8,4
Empty,2024-09-05 10:18:10,STAI-T,9,4
Empty,2024-09-05 10:18:10,STAI-T,10,4
Empty,2024-09-05 10:18:10,STAI-T,11,4
Empty,2024-09-05 10:18:10,STAI-T,12,4
Empty,2024-09-05 10:18:10,STAI-T,13,4
Empty,2024-09-05 10:18:10,STAI-T,14,4
Empty,2024-09-05 10:18:10,STAI-T,15,4
Empty,2024-09-05 10:18:10,STAI-T,16,4
Empty,2024-09-05 10:18:10,STAI-T,17,4
Empty,2024-09-05 10:18:10,STAI-T,18,4
Empty,2024-09-05 10:18:10,STAI-T,19,4
Empty,2024-09-05 10:18:10,STAI-T,20,4
Empty,2024-09-05 10:18:36,Tools Used (Knapsack),0,6
Empty,2024-09-05 10:18:36,Tools Used (Knapsack),1,6
Empty,2024-09-05 10:18:36,Tools Used (Knapsack),2,6
Empty,2024-09-05 10:18:36,Tools Used (Knapsack),3,6
Empty,2024-09-05 10:18:38,Tool helpfulness (Knapsack),0,6
Empty,2024-09-05 10:18:38,Tool helpfulness (Knapsack),1,6
Empty,2024-09-05 10:18:38,Tool helpfulness (Knapsack),2,6
Empty,2024-09-05 10:18:38,Tool helpfulness (Knapsack),3,6
Empty,2024-09-05 10:18:39,Tools Used (Cognitive Tasks),0,6
Empty,2024-09-05 10:18:39,Tools Used (Cognitive Tasks),1,6
Empty,2024-09-05 10:18:39,Tools Used (Cognitive Tasks),2,6
Empty,2024-09-05 10:18:39,Tools Used (Cognitive Tasks),3,6
Empty,2024-09-05 10:18:40,Tool helpfulness (Cognitive tasks),0,6
Empty,2024-09-05 10:18:40,Tool helpfulness (Cognitive tasks),1,6
Empty,2024-09-05 10:18:40,Tool helpfulness (Cognitive tasks),2,6
Empty,2024-09-05 10:18:40,Tool helpfulness (Cognitive tasks),3,6
Empty,2024-09-05 10:18:42,DASS-21,0,4
Empty,2024-09-05 10:18:42,DASS-21,1,4
Empty,2024-09-05 10:18:42,DASS-21,2,4
Empty,2024-09-05 10:18:42,DASS-21,3,4
Empty,2024-09-05 10:18:42,DASS-21,4,4
Empty,2024-09-05 10:18:42,DASS-21,5,4
Empty,2024-09-05 10:18:42,DASS-21,6,4
Empty,2024-09-05 10:18:42,DASS-21,7,4
Empty,2024-09-05 10:18:42,DASS-21,8,4
Empty,2024-09-05 10:18:42,DASS-21,9,4
Empty,2024-09-05 10:18:42,DASS-21,10,4
Empty,2024-09-05 10:18:42,DASS-21,11,4
Empty,2024-09-05 10:18:42,DASS-21,12,4
Empty,2024-09-05 10:18:42,DASS-21,13,4
Empty,2024-09-05 10:18:42,DASS-21,14,4
Empty,2024-09-05 10:18:42,DASS-21,15,4
Empty,2024-09-05 10:18:42,DASS-21,16,4
Empty,2024-09-05 10:18:42,DASS-21,17,4
Empty,2024-09-05 10:18:42,DASS-21,18,4
Empty,2024-09-05 10:18:42,DASS-21,19,4
Empty,2024-09-05 10:18:42,DASS-21,20,4
Empty,2024-09-05 10:18:42,DASS-21,21,4
Empty,2024-09-05 10:18:44,Self-rated Cognitive Abilities,0,5
Empty,2024-09-05 10:18:44,Self-rated Cognitive Abilities,1,5
Empty,2024-09-05 10:18:44,Self-rated Cognitive Abilities,2,5
Empty,2024-09-05 10:18:45,Self-rated skills,0,11
Empty,2024-09-05 10:18:45,Self-rated skills,1,11
Empty,2024-09-05 10:18:47,BFI Neuroticism,0,5
Empty,2024-09-05 10:18:47,BFI Neuroticism,1,5
Empty,2024-09-05 10:18:47,BFI Neuroticism,2,5
Empty,2024-09-05 10:18:47,BFI Neuroticism,3,5
Empty,2024-09-05 10:18:47,BFI Neuroticism,4,5
Empty,2024-09-05 10:18:47,BFI Neuroticism,5,5
Empty,2024-09-05 10:18:47,BFI Neuroticism,6,5
Empty,2024-09-05 10:18:47,BFI Neuroticism,7,5
Empty,2024-09-05 10:18:49,Motivation for Cognition,0,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,1,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,2,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,3,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,4,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,5,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,6,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,7,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,8,7
Empty,2024-09-05 10:18:49,Motivation for Cognition,9,7
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,0,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,1,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,2,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,3,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,4,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,5,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,6,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,7,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,8,5
Empty,2024-09-05 10:18:51,Fatigue Assessment Scale,9,5
Empty,2024-09-05 10:18:53,STAI-T,0,4
Empty,2024-09-05 10:18:53,STAI-T,1,4
Empty,2024-09-05 10:18:53,STAI-T,2,4
Empty,2024-09-05 10:18:53,STAI-T,3,4
Empty,2024-09-05 10:18:53,STAI-T,4,4
Empty,2024-09-05 10:18:53,STAI-T,5,4
Empty,2024-09-05 10:18:53,STAI-T,6,4
Empty,2024-09-05 10:18:53,STAI-T,7,4
Empty,2024-09-05 10:18:53,STAI-T,8,4
Empty,2024-09-05 10:18:53,STAI-T,9,4
Empty,2024-09-05 10:18:53,STAI-T,10,4
Empty,2024-09-05 10:18:53,STAI-T,11,4
Empty,2024-09-05 10:18:53,STAI-T,12,4
Empty,2024-09-05 10:18:53,STAI-T,13,4
Empty,2024-09-05 10:18:53,STAI-T,14,4
Empty,2024-09-05 10:18:53,STAI-T,15,4
Empty,2024-09-05 10:18:53,STAI-T,16,4
Empty,2024-09-05 10:18:53,STAI-T,17,4
Empty,2024-09-05 10:18:53,STAI-T,18,4
Empty,2024-09-05 10:18:53,STAI-T,19,4
Empty,2024-09-05 10:18:53,STAI-T,20,4
lets go,2024-09-05 10:40:13,Tools Used (Knapsack),0,1
lets go,2024-09-05 10:40:13,Tools Used (Knapsack),1,1
lets go,2024-09-05 10:40:13,Tools Used (Knapsack),2,1
lets go,2024-09-05 10:40:13,Tools Used (Knapsack),3,1
lets go,2024-09-05 10:40:13,Tools Used (Knapsack),666,
lets go,2024-09-05 10:40:17,Tool helpfulness (Knapsack),0,1
lets go,2024-09-05 10:40:17,Tool helpfulness (Knapsack),1,1
lets go,2024-09-05 10:40:17,Tool helpfulness (Knapsack),2,1
lets go,2024-09-05 10:40:17,Tool helpfulness (Knapsack),3,1
lets go,2024-09-05 10:40:17,Tool helpfulness (Knapsack),666,
lets go,2024-09-05 10:40:24,Tools Used (Cognitive Tasks),0,1
lets go,2024-09-05 10:40:24,Tools Used (Cognitive Tasks),1,1
lets go,2024-09-05 10:40:24,Tools Used (Cognitive Tasks),2,1
lets go,2024-09-05 10:40:24,Tools Used (Cognitive Tasks),3,1
lets go,2024-09-05 10:40:24,Tools Used (Cognitive Tasks),666,oki doki
lets go,2024-09-05 10:40:27,Tool helpfulness (Cognitive tasks),0,1
lets go,2024-09-05 10:40:27,Tool helpfulness (Cognitive tasks),1,1
lets go,2024-09-05 10:40:27,Tool helpfulness (Cognitive tasks),2,1
lets go,2024-09-05 10:40:27,Tool helpfulness (Cognitive tasks),3,1
lets go,2024-09-05 10:40:27,Tool helpfulness (Cognitive tasks),666,
lets go,2024-09-05 10:40:47,DASS-21,0,0
lets go,2024-09-05 10:40:47,DASS-21,1,0
lets go,2024-09-05 10:40:47,DASS-21,2,0
lets go,2024-09-05 10:40:47,DASS-21,3,1
lets go,2024-09-05 10:40:47,DASS-21,4,0
lets go,2024-09-05 10:40:47,DASS-21,5,1
lets go,2024-09-05 10:40:47,DASS-21,6,0
lets go,2024-09-05 10:40:47,DASS-21,7,1
lets go,2024-09-05 10:40:47,DASS-21,8,0
lets go,2024-09-05 10:40:47,DASS-21,9,0
lets go,2024-09-05 10:40:47,DASS-21,10,1
lets go,2024-09-05 10:40:47,DASS-21,11,1
lets go,2024-09-05 10:40:47,DASS-21,12,0
lets go,2024-09-05 10:40:47,DASS-21,13,0
lets go,2024-09-05 10:40:47,DASS-21,14,0
lets go,2024-09-05 10:40:47,DASS-21,15,0
lets go,2024-09-05 10:40:47,DASS-21,16,0
lets go,2024-09-05 10:40:47,DASS-21,17,0
lets go,2024-09-05 10:40:47,DASS-21,18,0
lets go,2024-09-05 10:40:47,DASS-21,19,0
lets go,2024-09-05 10:40:47,DASS-21,20,1
lets go,2024-09-05 10:40:47,DASS-21,21,0
lets go,2024-09-05 10:41:09,STAI-T,0,0
lets go,2024-09-05 10:41:09,STAI-T,1,0
lets go,2024-09-05 10:41:09,STAI-T,2,0
lets go,2024-09-05 10:41:09,STAI-T,3,0
lets go,2024-09-05 10:41:09,STAI-T,4,0
lets go,2024-09-05 10:41:09,STAI-T,5,0
lets go,2024-09-05 10:41:09,STAI-T,6,0
lets go,2024-09-05 10:41:09,STAI-T,7,0
lets go,2024-09-05 10:41:09,STAI-T,8,0
lets go,2024-09-05 10:41:09,STAI-T,9,0
lets go,2024-09-05 10:41:09,STAI-T,10,0
lets go,2024-09-05 10:41:09,STAI-T,11,0
lets go,2024-09-05 10:41:09,STAI-T,12,0
lets go,2024-09-05 10:41:09,STAI-T,13,0
lets go,2024-09-05 10:41:09,STAI-T,14,0
lets go,2024-09-05 10:41:09,STAI-T,15,0
lets go,2024-09-05 10:41:09,STAI-T,16,0
lets go,2024-09-05 10:41:09,STAI-T,17,0
lets go,2024-09-05 10:41:09,STAI-T,18,0
lets go,2024-09-05 10:41:09,STAI-T,19,0
lets go,2024-09-05 10:41:09,STAI-T,20,0
lets go,2024-09-05 10:41:17,BFI Neuroticism,0,0
lets go,2024-09-05 10:41:17,BFI Neuroticism,1,0
lets go,2024-09-05 10:41:17,BFI Neuroticism,2,0
lets go,2024-09-05 10:41:17,BFI Neuroticism,3,0
lets go,2024-09-05 10:41:17,BFI Neuroticism,4,0
lets go,2024-09-05 10:41:17,BFI Neuroticism,5,0
lets go,2024-09-05 10:41:17,BFI Neuroticism,6,0
lets go,2024-09-05 10:41:17,BFI Neuroticism,7,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,0,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,1,0
