i_time_limit,5
i_switch_congruence_0_random_42,"['M2', 'G3', 'U8', 'A7', 'U3', 'R9', 'E7', 'M9', 'R4', 'G5', 'K7', 'G6', 'G5', 'K2', 'K2', 'A7', 'I6', 'E3', 'E4', 'U6', 'M9', 'E8', 'A5', 'I9', 'A3', 'I4', 'U6', 'R5', 'M2', 'I4', 'R8', 'K8', 'R5', 'K9', 'A4', 'I7', 'G8', 'E3', 'I6', 'A8', 'M6', 'U7', 'A3', 'R7', 'R6', 'G2', 'I6', 'A2', 'E4', 'G4', 'U3', 'U2', 'M8', 'I5', 'R7', 'K4', 'G5', 'E9', 'M2', 'M5', 'K3', 'E9', 'U8', 'K9', 'U6', 'K8', 'E5', 'U2', 'I9', 'R5', 'I8', 'E3', 'K4', 'U9', 'E6', 'G5', 'K4', 'K3', 'M3', 'E7', 'R9', 'U3', 'G9', 'M6', 'K6', 'I2', 'R3', 'R6', 'M8', 'I4', 'U9', 'U8', 'A3', 'A2', 'U6', 'K8', 'M7', 'K7', 'U3', 'I9', 'M2', 'G6', 'G5', 'R9', 'A4', 'K8', 'E8', 'A3', 'I7', 'U4', 'G2', 'A6', 'G9', 'A2', 'K6', 'U9', 'E5', 'K2', 'I2', 'R5', 'R7', 'I9', 'E7', 'A8', 'I8', 'A7', 'U4', 'M8', 'M6', 'E8', 'R4', 'G3', 'E8', 'K5', 'R2', 'A9', 'I6', 'R2', 'I5', 'E2', 'G3', 'M8', 'G7', 'I7', 'A4', 'M4', 'G5', 'M2', 'R5', 'I4', 'M2', 'U9', 'E6', 'K4', 'U7', 'E6', 'E9', 'U6', 'K8', 'U6', 'A9', 'E3', 'E8', 'A4', 'G5', 'I7', 'U7', 'E2', 'G4', 'E2', 'K8', 'M3', 'U7', 'G4', 'E8', 'K9', 'A6', 'R5', 'A9', 'K4', 'R4', 'M5', 'K3', 'U3', 'G7', 'A7', 'E8', 'I5', 'A9', 'M3', 'I9', 'A2']"
i_switch_congruence_0_random_43,"['U4', 'U4', 'A9', 'A3', 'I3', 'K7', 'E2', 'G8', 'E5', 'M7', 'R4', 'I8', 'I6', 'E5', 'G2', 'K8', 'E5', 'G3', 'M3', 'K6', 'M9', 'K2', 'A7', 'M8', 'R7', 'U9', 'A2', 'R5', 'U6', 'I6', 'G4', 'R9', 'A5', 'U4', 'R9', 'G8', 'U5', 'G3', 'E7', 'A9', 'K3', 'A4', 'M8', 'E2', 'K8', 'R5', 'K9', 'R4', 'U7', 'I3', 'U6', 'I6', 'K4', 'A3', 'M2', 'E6', 'G7', 'I5', 'G7', 'R9', 'E2', 'M8', 'I2', 'M6', 'M8', 'I5', 'M7', 'I2', 'R4', 'E3', 'G5', 'E2', 'A8', 'A2', 'M2', 'R4', 'R2', 'E4', 'K6', 'K3', 'G3', 'E9', 'M2', 'G3', 'I7', 'A2', 'U8', 'K6', 'E7', 'R8', 'A4', 'K5', 'M3', 'R2', 'R5', 'I9', 'E8', 'K5', 'E3', 'G2', 'K8', 'M9', 'G5', 'A9', 'R7', 'G8', 'M5', 'U9', 'M5', 'A9', 'U5', 'I4', 'I3', 'R3', 'M6', 'K7', 'A5', 'G3', 'A7', 'E6', 'U9', 'R3', 'G7', 'K4', 'U5', 'R4', 'E8', 'G7', 'U9', 'K6', 'R7', 'U6', 'R5', 'E7', 'G4', 'M7', 'I6', 'E5', 'U2', 'K6', 'A2', 'K6', 'G4', 'M7', 'U2', 'I4', 'R6', 'G8', 'A8', 'U9', 'I2', 'K6', 'G7', 'G4', 'M3', 'A7', 'R4', 'A8', 'U6', 'I5', 'K4', 'I6', 'K8', 'M9', 'K6', 'U8', 'K7', 'M8', 'R3', 'I4', 'E5', 'K8', 'U2', 'G2', 'U7', 'E6', 'K3', 'G9', 'E3', 'U7', 'A9', 'M9', 'M8', 'G7', 'M5', 'I9', 'A4', 'E3', 'I5', 'R3', 'U9', 'A6']"
i_switch_congruence_0_random_44,"['I5', 'K5', 'U2', 'A7', 'R8', 'U7', 'M9', 'M3', 'I4', 'R7', 'U3', 'A3', 'I5', 'G9', 'I2', 'E8', 'E9', 'G6', 'K3', 'K8', 'U6', 'E9', 'A6', 'M4', 'R7', 'M4', 'A6', 'G4', 'E8', 'G2', 'R5', 'K2', 'A2', 'I9', 'K4', 'A7', 'I6', 'G5', 'R7', 'G8', 'R8', 'U7', 'M3', 'G4', 'E8', 'K9', 'R7', 'I2', 'I2', 'U3', 'K9', 'A5', 'U5', 'G3', 'M6', 'E4', 'U6', 'E8', 'A3', 'E5', 'K4', 'M2', 'R9', 'M6', 'M7', 'U3', 'M5', 'R2', 'G6', 'K3', 'K5', 'A9', 'E7', 'M3', 'U7', 'E6', 'U2', 'K4', 'M9', 'K8', 'A3', 'E6', 'K6', 'U8', 'A2', 'G6', 'U3', 'I4', 'E7', 'I2', 'A8', 'R2', 'I3', 'E4', 'M6', 'U8', 'M6', 'A5', 'E4', 'R5', 'G7', 'E9', 'A7', 'I6', 'M6', 'I9', 'A2', 'G5', 'K9', 'I3', 'E2', 'I3', 'I7', 'A8', 'M8', 'U4', 'R7', 'G9', 'I3', 'I5', 'E2', 'G8', 'M4', 'R9', 'M3', 'R7', 'A5', 'I7', 'M5', 'E3', 'E5', 'U6', 'U2', 'I9', 'U6', 'M8', 'K9', 'U5', 'E4', 'A3', 'R8', 'R3', 'E7', 'G7', 'K2', 'U8', 'R3', 'G8', 'R4', 'E4', 'U6', 'I3', 'A2', 'G7', 'R4', 'A5', 'U5', 'M9', 'G5', 'K4', 'K5', 'A9', 'I9', 'E6', 'I8', 'M7', 'M6', 'E9', 'A2', 'K9', 'I5', 'G4', 'K6', 'R4', 'G3', 'K7', 'U7', 'R4', 'E8', 'G3', 'A5', 'M8', 'I2', 'G9', 'R5', 'I3', 'A4', 'U9', 'I3', 'K5', 'E7', 'U8']"
i_switch_congruence_0_random_45,"['G8', 'M9', 'U2', 'I7', 'I6', 'R4', 'K3', 'A6', 'G2', 'E5', 'A9', 'K6', 'R6', 'G3', 'K4', 'U3', 'E5', 'I8', 'G8', 'U4', 'E7', 'A2', 'I2', 'A4', 'M8', 'M7', 'R3', 'R5', 'U9', 'E7', 'M5', 'K9', 'M8', 'R7', 'M6', 'E4', 'R4', 'K3', 'A7', 'U6', 'A6', 'G7', 'E5', 'U4', 'R8', 'R2', 'A5', 'M9', 'I5', 'U7', 'E2', 'E9', 'I5', 'K8', 'K9', 'G2', 'M3', 'A4', 'U3', 'I2', 'K8', 'G9', 'I6', 'G3', 'M8', 'E7', 'U4', 'M3', 'R6', 'I5', 'K3', 'U8', 'E6', 'E5', 'A8', 'M4', 'M2', 'R3', 'R9', 'U3', 'M5', 'E7', 'G8', 'M5', 'K4', 'A2', 'M7', 'G6', 'M9', 'E8', 'U7', 'M2', 'U9', 'K5', 'M6', 'K5', 'A9', 'M7', 'A9', 'I6', 'G5', 'E3', 'U3', 'E2', 'K4', 'A2', 'R9', 'K4', 'G5', 'K2', 'G7', 'E7', 'K9', 'U7', 'K8', 'G5', 'U4', 'K2', 'R7', 'K6', 'M8', 'I2', 'E6', 'I3', 'E8', 'G7', 'G4', 'I3', 'M3', 'R5', 'A7', 'U9', 'I8', 'K9', 'R6', 'A3', 'I5', 'M9', 'K2', 'R7', 'I5', 'A5', 'E4', 'A4', 'A2', 'R4', 'U2', 'E9', 'G7', 'M8', 'M3', 'I7', 'U7', 'K3', 'G7', 'R8', 'E2', 'K3', 'A9', 'R2', 'A9', 'I7', 'I8', 'U8', 'A7', 'U4', 'R2', 'I4', 'A3', 'U7', 'E6', 'I6', 'I2', 'G4', 'A3', 'A6', 'M9', 'U9', 'G2', 'R5', 'G4', 'R5', 'E3', 'G3', 'R9', 'I3', 'I6', 'E5', 'A9', 'K9', 'I5', 'U8']"
i_switch_congruence_0_random_46,"['R3', 'U3', 'U9', 'I7', 'R9', 'U8', 'A5', 'E6', 'A4', 'M3', 'R9', 'M2', 'K9', 'E7', 'A2', 'A5', 'G5', 'K4', 'E8', 'I3', 'K5', 'M4', 'G7', 'E6', 'K6', 'M8', 'R6', 'G8', 'I4', 'I7', 'U2', 'G2', 'U4', 'M7', 'I3', 'E2', 'K2', 'I4', 'E4', 'R8', 'G7', 'U4', 'K3', 'I6', 'G8', 'R6', 'U5', 'M5', 'M2', 'R7', 'A9', 'I7', 'E8', 'U6', 'R2', 'G9', 'K9', 'A3', 'E9', 'A5', 'A5', 'G8', 'K3', 'M6', 'K9', 'M8', 'M5', 'U7', 'E8', 'A4', 'G8', 'R8', 'R3', 'A4', 'I3', 'G4', 'R5', 'G7', 'U7', 'A3', 'G5', 'K2', 'U3', 'K9', 'A9', 'I3', 'E4', 'E6', 'A3', 'R5', 'U2', 'A9', 'A9', 'I2', 'R4', 'I2', 'A5', 'G9', 'G8', 'M5', 'K6', 'I9', 'E2', 'R9', 'U4', 'K8', 'I7', 'U2', 'E8', 'G6', 'M8', 'M7', 'K8', 'E2', 'I5', 'U6', 'M3', 'R6', 'R5', 'A9', 'A7', 'K7', 'E5', 'I8', 'E2', 'K2', 'G5', 'K4', 'G6', 'U3', 'G3', 'U8', 'K4', 'A6', 'I4', 'U5', 'K2', 'E3', 'M5', 'U8', 'E3', 'R7', 'U6', 'I5', 'R3', 'E8', 'M6', 'E7', 'A9', 'E4', 'U6', 'G8', 'G4', 'I3', 'E6', 'R7', 'I2', 'K3', 'K4', 'A9', 'R6', 'A8', 'E2', 'I7', 'A8', 'A3', 'M4', 'I2', 'M9', 'R2', 'G7', 'E7', 'I8', 'G4', 'A9', 'A8', 'R4', 'I6', 'U5', 'I4', 'E4', 'G2', 'R7', 'K6', 'M7', 'E3', 'I4', 'U7', 'U9', 'R3', 'I7', 'A6']"
i_switch_congruence_0_random_47,"['M7', 'K6', 'E6', 'U9', 'E3', 'A3', 'M2', 'U4', 'R2', 'I7', 'I6', 'G3', 'K5', 'E6', 'A9', 'I4', 'U7', 'R5', 'E4', 'U9', 'G3', 'G2', 'M8', 'A4', 'K8', 'A9', 'R8', 'I2', 'K5', 'R7', 'M8', 'G5', 'U2', 'A4', 'E8', 'R9', 'E5', 'R7', 'U5', 'I3', 'M8', 'E3', 'G7', 'A4', 'K4', 'K2', 'I3', 'R5', 'G8', 'E6', 'M9', 'R2', 'K5', 'A7', 'U6', 'I3', 'G2', 'M9', 'A6', 'I6', 'G4', 'M7', 'K8', 'U9', 'A6', 'A2', 'M6', 'G2', 'E3', 'K7', 'I9', 'E4', 'R4', 'E2', 'G2', 'K9', 'G5', 'U5', 'K4', 'R3', 'A2', 'I5', 'R4', 'A2', 'K3', 'A3', 'M5', 'M8', 'K4', 'U8', 'R8', 'R7', 'K6', 'M5', 'G9', 'A7', 'I9', 'I8', 'A6', 'K4', 'M8', 'R3', 'R5', 'U9', 'A3', 'G4', 'U8', 'R9', 'A2', 'K6', 'A5', 'I8', 'A6', 'E5', 'G6', 'U4', 'U6', 'K4', 'A3', 'U4', 'R7', 'U9', 'R7', 'M8', 'E5', 'G5', 'R2', 'M3', 'E7', 'G4', 'U6', 'M5', 'A6', 'R4', 'U2', 'A7', 'G8', 'K4', 'K7', 'M9', 'G5', 'I2', 'K6', 'I7', 'A4', 'A9', 'I8', 'R2', 'G3', 'A8', 'G6', 'I3', 'R9', 'E2', 'U3', 'G6', 'I9', 'K5', 'I5', 'U4', 'R8', 'M3', 'G5', 'E3', 'U7', 'R4', 'M3', 'E6', 'I4', 'K5', 'M6', 'E3', 'G2', 'M8', 'M3', 'G7', 'M9', 'I5', 'G9', 'K8', 'K6', 'E8', 'M3', 'R8', 'R7', 'I5', 'U2', 'U9', 'E7', 'K9', 'U9', 'E4']"
i_switch_congruence_0_random_48,"['K8', 'M6', 'R5', 'E9', 'U2', 'I8', 'U4', 'G2', 'M4', 'K3', 'G7', 'I4', 'A3', 'E5', 'U5', 'R3', 'K8', 'E5', 'A9', 'M2', 'I3', 'R7', 'A2', 'U6', 'G7', 'R4', 'E9', 'M9', 'I6', 'A6', 'G7', 'K8', 'I9', 'U4', 'I9', 'A4', 'E2', 'G5', 'E3', 'R5', 'A8', 'E7', 'U8', 'I2', 'A9', 'I5', 'K8', 'U6', 'U2', 'M7', 'M8', 'K6', 'E9', 'G7', 'G6', 'R2', 'K5', 'R6', 'K4', 'R4', 'G3', 'M7', 'M3', 'A3', 'I5', 'A7', 'U2', 'U2', 'G9', 'A3', 'U8', 'U9', 'R2', 'A2', 'M3', 'G8', 'M3', 'U9', 'A3', 'E2', 'E6', 'R6', 'M8', 'K7', 'G3', 'K2', 'I7', 'R5', 'K7', 'E3', 'K2', 'R3', 'E6', 'K5', 'I7', 'K6', 'E9', 'U3', 'E4', 'U8', 'I8', 'I5', 'A2', 'G8', 'U6', 'K5', 'A3', 'G6', 'R8', 'E2', 'G8', 'G3', 'R6', 'I5', 'K7', 'A8', 'E7', 'A4', 'U8', 'R2', 'K4', 'M5', 'I9', 'M3', 'R3', 'U6', 'M4', 'E7', 'E8', 'M8', 'K6', 'R3', 'K9', 'A7', 'M5', 'M8', 'A9', 'K5', 'G8', 'K9', 'I4', 'G2', 'K7', 'M6', 'R4', 'U4', 'U7', 'A2', 'R8', 'G9', 'M7', 'U7', 'G2', 'R8', 'G5', 'M9', 'I9', 'G3', 'M9', 'R8', 'A5', 'K4', 'U6', 'R9', 'A5', 'M5', 'E3', 'U2', 'M6', 'R7', 'K3', 'I9', 'A2', 'K5', 'G6', 'E9', 'A6', 'U7', 'I4', 'G4', 'M9', 'E6', 'R4', 'U5', 'M3', 'I9', 'I2', 'E9', 'A5', 'G7', 'I5', 'E2']"
i_switch_congruence_0_random_49,"['I5', 'A3', 'R5', 'U4', 'E4', 'A2', 'U8', 'M9', 'R2', 'I5', 'U5', 'G8', 'E6', 'E9', 'R2', 'I7', 'M7', 'K8', 'M6', 'K4', 'E4', 'M9', 'R9', 'A8', 'I6', 'K2', 'G3', 'K6', 'A3', 'U7', 'G7', 'G3', 'E6', 'M7', 'U3', 'R3', 'A4', 'I7', 'I5', 'K3', 'G6', 'G8', 'R3', 'K2', 'A2', 'E7', 'U6', 'G8', 'A4', 'M4', 'K5', 'K9', 'I9', 'M6', 'G7', 'U9', 'E4', 'U8', 'M5', 'R8', 'R2', 'A5', 'I9', 'E2', 'I9', 'E8', 'E6', 'M2', 'K9', 'A7', 'I4', 'I9', 'M9', 'G8', 'A3', 'M3', 'A5', 'E8', 'E4', 'R6', 'G6', 'I8', 'G7', 'K4', 'I6', 'A7', 'U6', 'R4', 'A3', 'K4', 'M9', 'I2', 'U6', 'R8', 'G2', 'G5', 'E6', 'M8', 'U2', 'A5', 'U6', 'G8', 'E9', 'A4', 'M9', 'A7', 'R5', 'G6', 'R2', 'M9', 'E5', 'G3', 'E9', 'G4', 'K3', 'U6', 'A9', 'R9', 'I6', 'U7', 'M2', 'E6', 'K4', 'G3', 'M4', 'A7', 'A6', 'G9', 'E6', 'U2', 'R8', 'M4', 'G7', 'M7', 'U5', 'E7', 'I3', 'K5', 'I2', 'A5', 'K9', 'U8', 'U7', 'M4', 'A4', 'M8', 'R3', 'K8', 'R9', 'E5', 'I7', 'E2', 'G4', 'I3', 'I2', 'K9', 'R6', 'R7', 'E5', 'G3', 'R7', 'U5', 'I3', 'A2', 'E7', 'G5', 'I7', 'I6', 'E2', 'R7', 'M4', 'U3', 'K3', 'E2', 'R2', 'I9', 'K4', 'M2', 'M3', 'K3', 'U9', 'E8', 'R2', 'U8', 'R3', 'A5', 'I2', 'I7', 'U3', 'G5', 'U5', 'I8']"
i_switch_congruence_0_random_50,"['U6', 'U5', 'R3', 'A7', 'M5', 'M5', 'E4', 'R2', 'E6', 'G7', 'G2', 'A8', 'U7', 'K9', 'M2', 'K6', 'M8', 'U9', 'R6', 'I2', 'E7', 'R8', 'I9', 'E4', 'A8', 'K4', 'I3', 'G3', 'G9', 'I3', 'K5', 'A4', 'A7', 'E3', 'R2', 'U4', 'K4', 'E9', 'R2', 'A3', 'I8', 'G3', 'U6', 'K5', 'R9', 'R6', 'G5', 'U7', 'I4', 'A5', 'E8', 'I3', 'G7', 'K5', 'M6', 'M7', 'I9', 'G6', 'A2', 'U2', 'M9', 'M8', 'K4', 'E8', 'E8', 'U9', 'R2', 'E4', 'M4', 'M6', 'R9', 'R7', 'U6', 'K9', 'G8', 'E5', 'E4', 'K2', 'M4', 'M5', 'G4', 'U6', 'G2', 'K7', 'E6', 'G2', 'I7', 'I8', 'R4', 'G3', 'U7', 'R5', 'M2', 'I6', 'A3', 'U4', 'G8', 'A6', 'A2', 'U9', 'K8', 'A8', 'U5', 'I6', 'R9', 'U3', 'I6', 'I3', 'E7', 'G8', 'R5', 'A4', 'E3', 'U8', 'I8', 'R4', 'K5', 'U8', 'G6', 'E3', 'M5', 'K3', 'A9', 'I7', 'E2', 'G8', 'K5', 'R4', 'M3', 'G9', 'A9', 'E5', 'K8', 'A7', 'R3', 'I4', 'A6', 'M6', 'K9', 'M2', 'E5', 'I6', 'A4', 'K4', 'I9', 'R6', 'R7', 'E2', 'K8', 'I6', 'R3', 'G8', 'I9', 'M9', 'M6', 'G5', 'A5', 'G2', 'I8', 'K9', 'M6', 'K7', 'M5', 'I3', 'E2', 'U8', 'G4', 'M8', 'A4', 'A9', 'K2', 'I2', 'M3', 'I7', 'U6', 'E3', 'A4', 'K6', 'R8', 'R7', 'M5', 'U3', 'K5', 'R2', 'G5', 'U9', 'A4', 'E3', 'I7', 'M9', 'U7', 'A2']"
i_switch_congruence_0_random_51,"['E3', 'M2', 'G5', 'U7', 'A4', 'R4', 'I9', 'A5', 'E8', 'E2', 'I9', 'K5', 'R6', 'A8', 'K9', 'G3', 'U3', 'M6', 'E7', 'I5', 'K7', 'G6', 'U4', 'A8', 'M7', 'K2', 'R9', 'U8', 'R4', 'M6', 'G3', 'I2', 'G2', 'M4', 'M7', 'K6', 'R4', 'A5', 'I5', 'A6', 'U4', 'A3', 'G6', 'K9', 'R8', 'E2', 'G7', 'I8', 'R8', 'K7', 'K2', 'E9', 'M9', 'R3', 'U8', 'U7', 'E5', 'I3', 'M3', 'G9', 'A2', 'U4', 'I5', 'E6', 'K5', 'E3', 'M6', 'K7', 'K5', 'A3', 'I8', 'I5', 'R9', 'E3', 'U2', 'U3', 'M7', 'E8', 'A3', 'M2', 'G9', 'U7', 'K3', 'G8', 'K4', 'E8', 'M7', 'M2', 'G6', 'M7', 'E5', 'R3', 'A5', 'U2', 'U4', 'M8', 'I5', 'M8', 'R9', 'I6', 'E2', 'G6', 'K6', 'G9', 'U8', 'G4', 'M2', 'R3', 'I9', 'E8', 'R2', 'U4', 'G6', 'G9', 'M3', 'A5', 'I4', 'R7', 'K8', 'I7', 'A8', 'G5', 'K4', 'A7', 'M5', 'I4', 'E3', 'G8', 'E8', 'R6', 'A3', 'I6', 'M2', 'G9', 'R3', 'A9', 'G4', 'R5', 'U9', 'K7', 'I6', 'A2', 'R4', 'G2', 'I5', 'K4', 'U8', 'R3', 'M8', 'I3', 'U6', 'R9', 'E5', 'K8', 'K7', 'E6', 'A5', 'G9', 'I7', 'I4', 'A9', 'I2', 'R4', 'A4', 'I8', 'R6', 'U5', 'I6', 'I7', 'A4', 'U2', 'K6', 'R7', 'R2', 'G9', 'I9', 'K7', 'E3', 'G9', 'M4', 'G4', 'A7', 'A6', 'M7', 'K9', 'U3', 'E8', 'E5', 'A5', 'G7', 'E5', 'E4']"
i_switch_congruence_0_random_52,"['G8', 'K5', 'A4', 'M5', 'R3', 'R3', 'E6', 'K2', 'A7', 'E9', 'K4', 'E7', 'A6', 'I2', 'U2', 'I9', 'A9', 'R8', 'U6', 'I3', 'R7', 'K4', 'G9', 'M5', 'M8', 'I6', 'G4', 'G2', 'E8', 'U5', 'M3', 'U7', 'A7', 'U6', 'I6', 'R4', 'G2', 'K9', 'M5', 'A5', 'U2', 'A4', 'R7', 'M9', 'G6', 'K8', 'A8', 'U4', 'K2', 'E5', 'G9', 'M2', 'G5', 'R8', 'K7', 'I3', 'E6', 'E7', 'R3', 'I9', 'I3', 'M8', 'U4', 'E3', 'U5', 'R5', 'I8', 'E3', 'M8', 'U6', 'E7', 'A8', 'E7', 'G3', 'A4', 'U3', 'I5', 'U3', 'I4', 'A2', 'U9', 'M7', 'M9', 'R8', 'U9', 'A7', 'A2', 'E8', 'G6', 'I8', 'E7', 'U2', 'M9', 'E9', 'E5', 'A4', 'M2', 'K7', 'I7', 'K5', 'R8', 'M9', 'G3', 'U7', 'I7', 'M6', 'K5', 'I8', 'G3', 'A2', 'I7', 'G8', 'E6', 'R6', 'I8', 'U9', 'E5', 'G9', 'A7', 'U4', 'K6', 'M2', 'G3', 'K7', 'G6', 'G2', 'K5', 'G5', 'K3', 'R5', 'A7', 'A7', 'I3', 'E4', 'G8', 'U2', 'K9', 'E4', 'M2', 'I9', 'K7', 'U9', 'R8', 'M3', 'A2', 'M5', 'E5', 'K6', 'A4', 'U3', 'E2', 'M4', 'I4', 'A9', 'R2', 'A4', 'R2', 'U4', 'I8', 'I5', 'M5', 'U9', 'G6', 'K5', 'U6', 'G2', 'E6', 'U5', 'R9', 'A4', 'E5', 'G2', 'U4', 'K8', 'E3', 'I6', 'R3', 'A9', 'I2', 'E5', 'E8', 'K6', 'A6', 'A9', 'M3', 'I3', 'I4', 'A5', 'I5', 'R9', 'U7', 'E2']"
i_switch_congruence_0_random_53,"['U2', 'R9', 'G2', 'E3', 'R3', 'K8', 'K2', 'U5', 'M7', 'M7', 'G4', 'A8', 'I3', 'M6', 'U9', 'M5', 'K6', 'G8', 'R8', 'E5', 'U7', 'E4', 'I4', 'R9', 'A6', 'I9', 'A4', 'K7', 'I6', 'E2', 'G5', 'A3', 'E2', 'M3', 'R3', 'U4', 'U8', 'R6', 'K4', 'A5', 'M6', 'K2', 'M6', 'I5', 'E2', 'G3', 'R7', 'I8', 'U2', 'I6', 'A7', 'E4', 'K9', 'M8', 'E5', 'K9', 'G3', 'R8', 'G9', 'A7', 'G4', 'A7', 'I9', 'U5', 'R5', 'A6', 'E7', 'M6', 'K9', 'M4', 'U9', 'M7', 'I4', 'G2', 'I7', 'U8', 'M5', 'R8', 'G7', 'U3', 'I5', 'K5', 'A6', 'E3', 'U2', 'U4', 'K2', 'M4', 'R6', 'A2', 'G5', 'R4', 'I8', 'R2', 'G7', 'K4', 'R4', 'A2', 'G6', 'M9', 'G8', 'K2', 'M5', 'G3', 'U7', 'M5', 'G7', 'R8', 'K8', 'U4', 'I6', 'I9', 'R5', 'A9', 'K2', 'R3', 'U3', 'K9', 'R3', 'M4', 'R5', 'I4', 'E9', 'M8', 'A2', 'E6', 'M6', 'K4', 'E4', 'A5', 'M2', 'E8', 'A2', 'K9', 'K2', 'I3', 'I5', 'G7', 'G6', 'M9', 'A5', 'U4', 'G8', 'U6', 'K5', 'E7', 'R7', 'K6', 'I3', 'K8', 'E2', 'G3', 'R5', 'I3', 'M9', 'M2', 'R6', 'M9', 'U3', 'G9', 'I3', 'R8', 'K3', 'E2', 'E2', 'I7', 'A8', 'G8', 'G2', 'M4', 'G3', 'K9', 'A3', 'M9', 'R8', 'K7', 'M6', 'E9', 'A8', 'R7', 'M5', 'U3', 'R4', 'K7', 'G3', 'I3', 'I4', 'E9', 'U7', 'K7', 'I3', 'A6']"
i_switch_congruence_0_random_54,"['E9', 'K5', 'A2', 'I3', 'E7', 'I6', 'I9', 'K6', 'G8', 'M5', 'G4', 'E8', 'M8', 'R5', 'R2', 'K7', 'G3', 'E4', 'K6', 'U6', 'M4', 'A2', 'U5', 'A2', 'A9', 'G7', 'M8', 'R9', 'I3', 'U4', 'R3', 'U7', 'R3', 'I7', 'E7', 'U5', 'G3', 'K2', 'G3', 'E4', 'G6', 'I7', 'M8', 'R6', 'M5', 'A9', 'I6', 'M5', 'A2', 'U2', 'A9', 'K9', 'U8', 'K8', 'M3', 'R4', 'E7', 'E9', 'G5', 'R4', 'I8', 'K6', 'A4', 'U2', 'A9', 'G5', 'I7', 'E4', 'G8', 'K9', 'E7', 'M9', 'U8', 'R4', 'K7', 'R6', 'G2', 'E3', 'U6', 'G3', 'A2', 'K2', 'K7', 'M6', 'M9', 'G3', 'E9', 'I5', 'K2', 'A2', 'E3', 'E6', 'I8', 'G3', 'U5', 'K4', 'I6', 'I3', 'A4', 'G6', 'G3', 'I9', 'M2', 'R9', 'I4', 'K5', 'M2', 'U9', 'M2', 'I6', 'E4', 'A9', 'A7', 'K3', 'E6', 'I3', 'R2', 'I9', 'R5', 'E4', 'M8', 'E2', 'R3', 'M4', 'I8', 'A9', 'M8', 'U6', 'I5', 'U5', 'A8', 'A8', 'U7', 'U9', 'E4', 'A6', 'U4', 'R6', 'R8', 'M7', 'R6', 'A9', 'G3', 'E8', 'I5', 'K7', 'A4', 'A5', 'K2', 'I4', 'G4', 'G7', 'K8', 'G3', 'R7', 'I3', 'E6', 'K4', 'K5', 'M8', 'R7', 'G7', 'I5', 'A3', 'E7', 'M9', 'R6', 'M3', 'G9', 'I7', 'I8', 'E5', 'R5', 'K2', 'U7', 'M9', 'K5', 'E7', 'U5', 'E6', 'I6', 'U4', 'R4', 'M2', 'M9', 'U5', 'A4', 'E7', 'U3', 'K7', 'E3', 'U8']"
i_switch_congruence_0_random_55,"['M2', 'R5', 'G3', 'K3', 'I6', 'E5', 'K8', 'U5', 'G9', 'M9', 'E7', 'A9', 'M2', 'U4', 'K7', 'I3', 'U5', 'R8', 'M4', 'E6', 'A3', 'R6', 'E2', 'I4', 'K7', 'I2', 'G4', 'A9', 'R7', 'A8', 'G6', 'U8', 'M8', 'K3', 'I5', 'M7', 'G8', 'M9', 'I7', 'U2', 'E6', 'G4', 'G5', 'R4', 'A7', 'M9', 'E9', 'K7', 'R2', 'R2', 'A3', 'G5', 'E5', 'A6', 'K3', 'E4', 'I2', 'U8', 'I4', 'U6', 'R8', 'K6', 'U9', 'A3', 'G8', 'G3', 'U5', 'M5', 'E3', 'I4', 'E2', 'G4', 'K8', 'A5', 'R5', 'A8', 'M6', 'I4', 'A8', 'I3', 'E4', 'U5', 'I4', 'M8', 'G3', 'I5', 'M2', 'G5', 'A2', 'M8', 'R6', 'M7', 'R7', 'U8', 'I9', 'R6', 'K2', 'G9', 'M7', 'A3', 'G9', 'U9', 'M3', 'K8', 'K2', 'E7', 'A6', 'M3', 'R5', 'R4', 'K3', 'I5', 'A4', 'M5', 'R8', 'U9', 'A4', 'A8', 'K6', 'K8', 'E9', 'M5', 'U9', 'E2', 'R4', 'E5', 'R3', 'U4', 'E3', 'G8', 'M7', 'U6', 'A6', 'K2', 'I7', 'I2', 'R3', 'A7', 'K4', 'R9', 'G9', 'M8', 'G7', 'I5', 'A9', 'R4', 'I6', 'G3', 'E7', 'U2', 'K8', 'I4', 'I2', 'R6', 'K8', 'G5', 'E3', 'I6', 'U2', 'K6', 'E7', 'G7', 'A5', 'A2', 'U8', 'K5', 'A7', 'K8', 'E4', 'R3', 'G6', 'U9', 'K2', 'E2', 'A6', 'A3', 'M7', 'K8', 'K7', 'E3', 'G4', 'I4', 'A7', 'A8', 'G9', 'I3', 'U6', 'E9', 'I7', 'M7', 'E9', 'E2']"
